"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Marinette County, WI"	"55075"	"1999"	"1999"	Suppressed	37041	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2000"	"2000"	Suppressed	37236	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2001"	"2001"	Suppressed	37080	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2002"	"2002"	Suppressed	37267	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2003"	"2003"	Suppressed	37247	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2004"	"2004"	Suppressed	37055	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2005"	"2005"	Suppressed	37196	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2006"	"2006"	Suppressed	36810	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2007"	"2007"	Suppressed	36714	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2008"	"2008"	Suppressed	36567	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2009"	"2009"	Suppressed	36341	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2010"	"2010"	Suppressed	36310	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2011"	"2011"	Suppressed	36454	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2012"	"2012"	Suppressed	36365	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2013"	"2013"	Suppressed	36447	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2014"	"2014"	Suppressed	36148	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2015"	"2015"	Suppressed	35876	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2016"	"2016"	Suppressed	35627	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2017"	"2017"	Suppressed	35454	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2018"	"2018"	Suppressed	35563	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2019"	"2019"	Suppressed	35538	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marinette County, WI"	"55075"	"2020 "	"2020"	Suppressed	35483	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Marinette County, WI"	"55075"			32	801819	4.0	2.7	5.6	0.7	0.3%
	"Marquette County, WI"	"55077"	"1999"	"1999"	Suppressed	13584	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2000"	"2000"	Suppressed	13837	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2001"	"2001"	Suppressed	12694	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2002"	"2002"	Suppressed	12921	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2003"	"2003"	Suppressed	13014	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2004"	"2004"	Suppressed	13208	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2005"	"2005"	Suppressed	13396	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2006"	"2006"	Suppressed	13459	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2007"	"2007"	Suppressed	13392	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2008"	"2008"	Suppressed	13457	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2009"	"2009"	Suppressed	13410	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2010"	"2010"	Suppressed	13410	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2011"	"2011"	Suppressed	13490	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2012"	"2012"	Suppressed	13294	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2013"	"2013"	Suppressed	13241	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2014"	"2014"	Suppressed	13157	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2015"	"2015"	Suppressed	13156	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2016"	"2016"	Suppressed	13115	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2017"	"2017"	Suppressed	13360	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2018"	"2018"	Suppressed	13491	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2019"	"2019"	Suppressed	13629	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Marquette County, WI"	"55077"	"2020 "	"2020"	Suppressed	13710	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Marquette County, WI"	"55077"			38	293425	13.0	9.2	17.8	2.1	0.4%
	"Menominee County, WI"	"55078"	"1999"	"1999"	Suppressed	3364	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2000"	"2000"	Suppressed	3395	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2001"	"2001"	Suppressed	3419	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2002"	"2002"	Suppressed	3498	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2003"	"2003"	Suppressed	3465	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2004"	"2004"	Suppressed	3468	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2005"	"2005"	Suppressed	3443	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2006"	"2006"	Suppressed	3411	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2007"	"2007"	Suppressed	3373	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2008"	"2008"	Suppressed	3308	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2009"	"2009"	Suppressed	3281	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2010"	"2010"	Suppressed	3315	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2011"	"2011"	Suppressed	3332	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2012"	"2012"	Suppressed	3352	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2013"	"2013"	Suppressed	3312	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2014"	"2014"	Suppressed	3471	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2015"	"2015"	Suppressed	3464	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2016"	"2016"	Suppressed	3480	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2017"	"2017"	Suppressed	3524	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2018"	"2018"	Suppressed	3575	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2019"	"2019"	Suppressed	3517	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Menominee County, WI"	"55078"	"2020 "	"2020"	Suppressed	3525	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Menominee County, WI"	"55078"			14	75292	Unreliable	10.2	31.2	5.0	0.1%
	"Milwaukee County, WI"	"55079"	"1999"	"1999"	38	773945	4.9	3.5	6.7	0.8	0.4%
	"Milwaukee County, WI"	"55079"	"2000"	"2000"	52	773249	6.7	5.0	8.8	0.9	0.5%
	"Milwaukee County, WI"	"55079"	"2001"	"2001"	60	774626	7.7	5.9	10.0	1.0	0.6%
	"Milwaukee County, WI"	"55079"	"2002"	"2002"	87	777830	11.2	9.0	13.8	1.2	0.8%
	"Milwaukee County, WI"	"55079"	"2003"	"2003"	79	780221	10.1	8.0	12.6	1.1	0.7%
	"Milwaukee County, WI"	"55079"	"2004"	"2004"	90	779794	11.5	9.3	14.2	1.2	0.8%
	"Milwaukee County, WI"	"55079"	"2005"	"2005"	94	777760	12.1	9.8	14.8	1.2	0.9%
	"Milwaukee County, WI"	"55079"	"2006"	"2006"	124	776023	16.0	13.2	18.8	1.4	1.2%
	"Milwaukee County, WI"	"55079"	"2007"	"2007"	119	776800	15.3	12.6	18.1	1.4	1.1%
	"Milwaukee County, WI"	"55079"	"2008"	"2008"	132	779074	16.9	14.1	19.8	1.5	1.2%
	"Milwaukee County, WI"	"55079"	"2009"	"2009"	130	784887	16.6	13.7	19.4	1.5	1.2%
	"Milwaukee County, WI"	"55079"	"2010"	"2010"	120	788352	15.2	12.5	17.9	1.4	1.1%
	"Milwaukee County, WI"	"55079"	"2011"	"2011"	141	791211	17.8	14.9	20.8	1.5	1.3%
	"Milwaukee County, WI"	"55079"	"2012"	"2012"	139	792743	17.5	14.6	20.4	1.5	1.3%
	"Milwaukee County, WI"	"55079"	"2013"	"2013"	182	795843	22.9	19.5	26.2	1.7	1.7%
	"Milwaukee County, WI"	"55079"	"2014"	"2014"	212	796567	26.6	23.0	30.2	1.8	2.0%
	"Milwaukee County, WI"	"55079"	"2015"	"2015"	219	797516	27.5	23.8	31.1	1.9	2.0%
	"Milwaukee County, WI"	"55079"	"2016"	"2016"	285	793978	35.9	31.7	40.1	2.1	2.7%
	"Milwaukee County, WI"	"55079"	"2017"	"2017"	300	796455	37.7	33.4	41.9	2.2	2.8%
	"Milwaukee County, WI"	"55079"	"2018"	"2018"	289	793530	36.4	32.2	40.6	2.1	2.7%
	"Milwaukee County, WI"	"55079"	"2019"	"2019"	327	793184	41.2	36.8	45.7	2.3	3.1%
	"Milwaukee County, WI"	"55079"	"2020 "	"2020"	429	793803	54.0	48.9	59.2	2.6	4.0%
"Total"	"Milwaukee County, WI"	"55079"			3648	17287391	21.1	20.4	21.8	0.3	34.1%
	"Monroe County, WI"	"55081"	"1999"	"1999"	Suppressed	33385	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2000"	"2000"	Suppressed	33701	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2001"	"2001"	Suppressed	34053	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2002"	"2002"	Suppressed	34448	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2003"	"2003"	Suppressed	34704	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2004"	"2004"	Suppressed	35109	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2005"	"2005"	Suppressed	35380	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2006"	"2006"	Suppressed	35927	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2007"	"2007"	Suppressed	36280	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2008"	"2008"	Suppressed	36533	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2009"	"2009"	Suppressed	36774	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2010"	"2010"	Suppressed	36886	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2011"	"2011"	Suppressed	37296	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2012"	"2012"	Suppressed	37413	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2013"	"2013"	Suppressed	37580	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2014"	"2014"	Suppressed	37747	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2015"	"2015"	Suppressed	37856	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2016"	"2016"	Suppressed	37937	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2017"	"2017"	Suppressed	37862	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2018"	"2018"	Suppressed	38282	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Monroe County, WI"	"55081"	"2019"	"2019"	11	38552	Unreliable	14.2	51.1	8.6	0.1%
	"Monroe County, WI"	"55081"	"2020 "	"2020"	Suppressed	38908	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Monroe County, WI"	"55081"			57	802613	7.1	5.4	9.2	0.9	0.5%
	"Oconto County, WI"	"55083"	"1999"	"1999"	Suppressed	29560	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2000"	"2000"	Suppressed	29987	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2001"	"2001"	Suppressed	30564	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2002"	"2002"	Suppressed	30872	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2003"	"2003"	Suppressed	31405	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2004"	"2004"	Suppressed	31852	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2005"	"2005"	Suppressed	32152	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2006"	"2006"	Suppressed	32377	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2007"	"2007"	Suppressed	32436	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2008"	"2008"	Suppressed	32504	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2009"	"2009"	Suppressed	32368	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2010"	"2010"	Suppressed	32333	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2011"	"2011"	Suppressed	32170	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2012"	"2012"	Suppressed	32296	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2013"	"2013"	Suppressed	32361	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2014"	"2014"	Suppressed	32511	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2015"	"2015"	Suppressed	32551	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2016"	"2016"	Suppressed	32550	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2017"	"2017"	Suppressed	32711	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2018"	"2018"	Suppressed	32946	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2019"	"2019"	Suppressed	33075	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oconto County, WI"	"55083"	"2020 "	"2020"	Suppressed	33517	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Oconto County, WI"	"55083"			17	705098	Unreliable	1.4	3.9	0.6	0.2%
	"Oneida County, WI"	"55085"	"1999"	"1999"	Suppressed	31525	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2000"	"2000"	Suppressed	31804	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2001"	"2001"	Suppressed	32092	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2002"	"2002"	Suppressed	32222	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2003"	"2003"	Suppressed	32647	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2004"	"2004"	Suppressed	32586	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2005"	"2005"	Suppressed	32522	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2006"	"2006"	Suppressed	32485	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2007"	"2007"	Suppressed	32418	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2008"	"2008"	Suppressed	32349	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2009"	"2009"	Suppressed	32037	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2010"	"2010"	Suppressed	31915	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2011"	"2011"	Suppressed	31741	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2012"	"2012"	Suppressed	31742	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2013"	"2013"	Suppressed	31669	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2014"	"2014"	Suppressed	31569	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2015"	"2015"	Suppressed	31589	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2016"	"2016"	Suppressed	31578	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2017"	"2017"	Suppressed	31328	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2018"	"2018"	Suppressed	31531	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2019"	"2019"	Suppressed	31627	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Oneida County, WI"	"55085"	"2020 "	"2020"	Suppressed	31826	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
"Total"	"Oneida County, WI"	"55085"			32	702802	4.6	3.1	6.4	0.8	0.3%
	"Outagamie County, WI"	"55087"	"1999"	"1999"	Suppressed	130607	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2000"	"2000"	Suppressed	132076	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2001"	"2001"	Suppressed	134691	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2002"	"2002"	Suppressed	136423	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2003"	"2003"	Suppressed	138045	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2004"	"2004"	Suppressed	139723	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2005"	"2005"	Suppressed	141424	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2006"	"2006"	Suppressed	143168	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2007"	"2007"	Suppressed	144495	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2008"	"2008"	Suppressed	145668	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2009"	"2009"	Suppressed	147053	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2010"	"2010"	Suppressed	147616	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2011"	"2011"	Suppressed	149108	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2012"	"2012"	Suppressed	150088	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2013"	"2013"	10	151718	Unreliable	3.2	12.1	2.1	0.1%
	"Outagamie County, WI"	"55087"	"2014"	"2014"	12	153266	Unreliable	4.0	13.7	2.3	0.1%
	"Outagamie County, WI"	"55087"	"2015"	"2015"	12	154589	Unreliable	4.0	13.6	2.2	0.1%
	"Outagamie County, WI"	"55087"	"2016"	"2016"	16	155817	Unreliable	5.9	16.7	2.6	0.1%
	"Outagamie County, WI"	"55087"	"2017"	"2017"	18	157134	Unreliable	6.8	18.1	2.7	0.2%
	"Outagamie County, WI"	"55087"	"2018"	"2018"	Suppressed	158483	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Outagamie County, WI"	"55087"	"2019"	"2019"	15	159218	Unreliable	5.3	15.5	2.4	0.1%
	"Outagamie County, WI"	"55087"	"2020 "	"2020"	25	160274	15.6	10.1	23.0	3.1	0.2%
"Total"	"Outagamie County, WI"	"55087"			167	3230684	5.2	4.4	6.0	0.4	1.6%
	"Ozaukee County, WI"	"55089"	"1999"	"1999"	Suppressed	68036	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2000"	"2000"	Suppressed	68489	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2001"	"2001"	Suppressed	69370	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2002"	"2002"	Suppressed	70101	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2003"	"2003"	Suppressed	70910	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2004"	"2004"	Suppressed	71723	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2005"	"2005"	Suppressed	71973	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2006"	"2006"	Suppressed	72351	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2007"	"2007"	Suppressed	72704	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2008"	"2008"	Suppressed	73166	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2009"	"2009"	Suppressed	73555	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2010"	"2010"	Suppressed	73738	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2011"	"2011"	Suppressed	74337	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2012"	"2012"	Suppressed	74862	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2013"	"2013"	Suppressed	75141	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2014"	"2014"	Suppressed	75660	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2015"	"2015"	Suppressed	76119	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2016"	"2016"	Suppressed	76492	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2017"	"2017"	10	76634	Unreliable	6.3	24.0	4.1	0.1%
	"Ozaukee County, WI"	"55089"	"2018"	"2018"	Suppressed	77220	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Ozaukee County, WI"	"55089"	"2019"	"2019"	10	77229	Unreliable	6.2	23.8	4.1	0.1%
	"Ozaukee County, WI"	"55089"	"2020 "	"2020"	11	78024	Unreliable	7.0	25.2	4.3	0.1%
"Total"	"Ozaukee County, WI"	"55089"			92	1617834	5.7	4.6	7.0	0.6	0.9%
	"Pepin County, WI"	"55091"	"1999"	"1999"	Suppressed	6103	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pepin County, WI"	"55091"	"2000"	"2000"	Suppressed	6077	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pepin County, WI"	"55091"	"2001"	"2001"	Suppressed	6192	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pepin County, WI"	"55091"	"2002"	"2002"	Suppressed	6263	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pepin County, WI"	"55091"	"2003"	"2003"	Suppressed	6303	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pepin County, WI"	"55091"	"2004"	"2004"	Suppressed	6388	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pepin County, WI"	"55091"	"2005"	"2005"	Suppressed	6402	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pepin County, WI"	"55091"	"2006"	"2006"	Suppressed	6388	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pepin County, WI"	"55091"	"2007"	"2007"	Suppressed	6408	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Pepin County, WI"	"55091"	"2008"	"2008"	Suppressed	6401	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
