AgencyName,ArrestYear,ArrestDescription,AdultOrJuvenile,Category,County,months_submitted,refreshdate,ArrestCount
Adams Co SO,2019,Drug Possession - Other Dangerous,Total,Drug Crimes,Adams,12,4/29/2020,16
Adams Co SO,2019,Drug Possession - Synthetic,Adult,Drug Crimes,Adams,12,4/29/2020,6
Adams Co SO,2019,Drug Possession - Synthetic,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Drug Possession - Synthetic,Total,Drug Crimes,Adams,12,4/29/2020,6
Adams Co SO,2019,Drug Sale - Marijuana,Adult,Drug Crimes,Adams,12,4/29/2020,4
Adams Co SO,2019,Drug Sale - Marijuana,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Drug Sale - Marijuana,Total,Drug Crimes,Adams,12,4/29/2020,4
Adams Co SO,2019,Drug Sale - Opium/Cocaine,Adult,Drug Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Drug Sale - Opium/Cocaine,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Drug Sale - Opium/Cocaine,Total,Drug Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Drug Sale - Other Dangerous,Adult,Drug Crimes,Adams,12,4/29/2020,4
Adams Co SO,2019,Drug Sale - Other Dangerous,Juvenile,Drug Crimes,Adams,12,4/29/2020,2
Adams Co SO,2019,Drug Sale - Other Dangerous,Total,Drug Crimes,Adams,12,4/29/2020,6
Adams Co SO,2019,Drug Sale - Synthetic,Adult,Drug Crimes,Adams,12,4/29/2020,1
Adams Co SO,2019,Drug Sale - Synthetic,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Drug Sale - Synthetic,Total,Drug Crimes,Adams,12,4/29/2020,1
Adams Co SO,2019,Embezzlement,Adult,Property Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Embezzlement,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Embezzlement,Total,Property Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Forgery & Counterfeiting,Adult,Property Crimes,Adams,12,4/29/2020,1
Adams Co SO,2019,Forgery & Counterfeiting,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Forgery & Counterfeiting,Total,Property Crimes,Adams,12,4/29/2020,1
Adams Co SO,2019,Fraud,Adult,Property Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Fraud,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Fraud,Total,Property Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Gambling,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Gambling,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Gambling,Total,Society Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,"Human Trafficking, Commercial Sex Acts",Adult,Other Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,"Human Trafficking, Commercial Sex Acts",Juvenile,Other Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,"Human Trafficking, Commercial Sex Acts",Total,Other Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,"Human Trafficking, Involuntary Servitude",Adult,Other Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,"Human Trafficking, Involuntary Servitude",Juvenile,Other Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,"Human Trafficking, Involuntary Servitude",Total,Other Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Larceny Theft,Adult,Property Crimes,Adams,12,4/29/2020,26
Adams Co SO,2019,Larceny Theft,Juvenile,Property Crimes,Adams,12,4/29/2020,13
Adams Co SO,2019,Larceny Theft,Total,Property Crimes,Adams,12,4/29/2020,39
Adams Co SO,2019,Liquor Laws,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Liquor Laws,Juvenile,Society Crimes,Adams,12,4/29/2020,3
Adams Co SO,2019,Liquor Laws,Total,Society Crimes,Adams,12,4/29/2020,3
Adams Co SO,2019,Manslaughter by Negligence,Adult,Other Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Manslaughter by Negligence,Juvenile,Other Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Manslaughter by Negligence,Total,Other Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Motor Vehicle Theft,Adult,Property Crimes,Adams,12,4/29/2020,5
Adams Co SO,2019,Motor Vehicle Theft,Juvenile,Property Crimes,Adams,12,4/29/2020,5
Adams Co SO,2019,Motor Vehicle Theft,Total,Property Crimes,Adams,12,4/29/2020,10
Adams Co SO,2019,Murder & Nonnegligent Manslaughter,Adult,Violent Crimes,Adams,12,4/29/2020,3
Adams Co SO,2019,Murder & Nonnegligent Manslaughter,Juvenile,Violent Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Murder & Nonnegligent Manslaughter,Total,Violent Crimes,Adams,12,4/29/2020,3
Adams Co SO,2019,Offenses Against Family and Children,Adult,Other Crimes,Adams,12,4/29/2020,12
Adams Co SO,2019,Offenses Against Family and Children,Juvenile,Other Crimes,Adams,12,4/29/2020,1
Adams Co SO,2019,Offenses Against Family and Children,Total,Other Crimes,Adams,12,4/29/2020,13
Adams Co SO,2019,Prostitution & Commercialized Vice,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Prostitution & Commercialized Vice,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Prostitution & Commercialized Vice,Total,Society Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Rape - 2017,Adult,Violent Crimes,Adams,12,4/29/2020,5
Adams Co SO,2019,Rape - 2017,Juvenile,Violent Crimes,Adams,12,4/29/2020,1
Adams Co SO,2019,Rape - 2017,Total,Violent Crimes,Adams,12,4/29/2020,6
Adams Co SO,2019,Robbery,Adult,Violent Crimes,Adams,12,4/29/2020,2
Adams Co SO,2019,Robbery,Juvenile,Violent Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Robbery,Total,Violent Crimes,Adams,12,4/29/2020,2
Adams Co SO,2019,Sex Offenses - 2017,Adult,Society Crimes,Adams,12,4/29/2020,6
Adams Co SO,2019,Sex Offenses - 2017,Juvenile,Society Crimes,Adams,12,4/29/2020,22
Adams Co SO,2019,Sex Offenses - 2017,Total,Society Crimes,Adams,12,4/29/2020,28
Adams Co SO,2019,Simple Assault,Adult,Other Crimes,Adams,12,4/29/2020,90
Adams Co SO,2019,Simple Assault,Juvenile,Other Crimes,Adams,12,4/29/2020,25
Adams Co SO,2019,Simple Assault,Total,Other Crimes,Adams,12,4/29/2020,115
Adams Co SO,2019,Stolen Property,Adult,Property Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Stolen Property,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Stolen Property,Total,Property Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Vagrancy Violations,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Vagrancy Violations,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Vagrancy Violations,Total,Society Crimes,Adams,12,4/29/2020,0
Adams Co SO,2019,Vandalism,Adult,Property Crimes,Adams,12,4/29/2020,33
Adams Co SO,2019,Vandalism,Juvenile,Property Crimes,Adams,12,4/29/2020,9
Adams Co SO,2019,Vandalism,Total,Property Crimes,Adams,12,4/29/2020,42
Adams Co SO,2019,Weapons,Adult,Society Crimes,Adams,12,4/29/2020,11
Adams Co SO,2019,Weapons,Juvenile,Society Crimes,Adams,12,4/29/2020,7
Adams Co SO,2019,Weapons,Total,Society Crimes,Adams,12,4/29/2020,18
Adams PD,2019, ,Adult,Grand total,Adams,12,4/29/2020,108
Adams PD,2019, ,Juvenile,Grand total,Adams,12,4/29/2020,19
Adams PD,2019, ,Total,Grand total,Adams,12,4/29/2020,127
Adams PD,2019,Aggravated Assault,Adult,Violent Crimes,Adams,12,4/29/2020,1
Adams PD,2019,Aggravated Assault,Juvenile,Violent Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Aggravated Assault,Total,Violent Crimes,Adams,12,4/29/2020,1
Adams PD,2019,All Other Offenses,Adult,Other Crimes,Adams,12,4/29/2020,57
Adams PD,2019,All Other Offenses,Juvenile,Other Crimes,Adams,12,4/29/2020,16
Adams PD,2019,All Other Offenses,Total,Other Crimes,Adams,12,4/29/2020,73
Adams PD,2019,Arson,Adult,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Arson,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Arson,Total,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Burglary,Adult,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Burglary,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Burglary,Total,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Curfew/Loitering Violations,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Curfew/Loitering Violations,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Curfew/Loitering Violations,Total,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Disorderly Conduct,Adult,Society Crimes,Adams,12,4/29/2020,10
Adams PD,2019,Disorderly Conduct,Juvenile,Society Crimes,Adams,12,4/29/2020,1
Adams PD,2019,Disorderly Conduct,Total,Society Crimes,Adams,12,4/29/2020,11
Adams PD,2019,Driving Under the Influence,Adult,Society Crimes,Adams,12,4/29/2020,18
Adams PD,2019,Driving Under the Influence,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Driving Under the Influence,Total,Society Crimes,Adams,12,4/29/2020,18
Adams PD,2019,Drug - Unknown,Adult,Drug Crimes,Adams,12,4/29/2020,4
Adams PD,2019,Drug - Unknown,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug - Unknown,Total,Drug Crimes,Adams,12,4/29/2020,4
Adams PD,2019,Drug Possession - Marijuana,Adult,Drug Crimes,Adams,12,4/29/2020,2
Adams PD,2019,Drug Possession - Marijuana,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Possession - Marijuana,Total,Drug Crimes,Adams,12,4/29/2020,2
Adams PD,2019,Drug Possession - Opium/Cocaine,Adult,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Possession - Opium/Cocaine,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Possession - Opium/Cocaine,Total,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Possession - Other Dangerous,Adult,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Possession - Other Dangerous,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Possession - Other Dangerous,Total,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Possession - Synthetic,Adult,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Possession - Synthetic,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Possession - Synthetic,Total,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Marijuana,Adult,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Marijuana,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Marijuana,Total,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Opium/Cocaine,Adult,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Opium/Cocaine,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Opium/Cocaine,Total,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Other Dangerous,Adult,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Other Dangerous,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Other Dangerous,Total,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Synthetic,Adult,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Synthetic,Juvenile,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Drug Sale - Synthetic,Total,Drug Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Embezzlement,Adult,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Embezzlement,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Embezzlement,Total,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Forgery & Counterfeiting,Adult,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Forgery & Counterfeiting,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Forgery & Counterfeiting,Total,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Fraud,Adult,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Fraud,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Fraud,Total,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Gambling,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Gambling,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Gambling,Total,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,"Human Trafficking, Commercial Sex Acts",Adult,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,"Human Trafficking, Commercial Sex Acts",Juvenile,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,"Human Trafficking, Commercial Sex Acts",Total,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,"Human Trafficking, Involuntary Servitude",Adult,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,"Human Trafficking, Involuntary Servitude",Juvenile,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,"Human Trafficking, Involuntary Servitude",Total,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Larceny Theft,Adult,Property Crimes,Adams,12,4/29/2020,6
Adams PD,2019,Larceny Theft,Juvenile,Property Crimes,Adams,12,4/29/2020,1
Adams PD,2019,Larceny Theft,Total,Property Crimes,Adams,12,4/29/2020,7
Adams PD,2019,Liquor Laws,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Liquor Laws,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Liquor Laws,Total,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Manslaughter by Negligence,Adult,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Manslaughter by Negligence,Juvenile,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Manslaughter by Negligence,Total,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Motor Vehicle Theft,Adult,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Motor Vehicle Theft,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Motor Vehicle Theft,Total,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Murder & Nonnegligent Manslaughter,Adult,Violent Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Murder & Nonnegligent Manslaughter,Juvenile,Violent Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Murder & Nonnegligent Manslaughter,Total,Violent Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Offenses Against Family and Children,Adult,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Offenses Against Family and Children,Juvenile,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Offenses Against Family and Children,Total,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Prostitution & Commercialized Vice,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Prostitution & Commercialized Vice,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Prostitution & Commercialized Vice,Total,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Rape - 2017,Adult,Violent Crimes,Adams,12,4/29/2020,1
Adams PD,2019,Rape - 2017,Juvenile,Violent Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Rape - 2017,Total,Violent Crimes,Adams,12,4/29/2020,1
Adams PD,2019,Robbery,Adult,Violent Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Robbery,Juvenile,Violent Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Robbery,Total,Violent Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Sex Offenses - 2017,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Sex Offenses - 2017,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Sex Offenses - 2017,Total,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Simple Assault,Adult,Other Crimes,Adams,12,4/29/2020,6
Adams PD,2019,Simple Assault,Juvenile,Other Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Simple Assault,Total,Other Crimes,Adams,12,4/29/2020,6
Adams PD,2019,Stolen Property,Adult,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Stolen Property,Juvenile,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Stolen Property,Total,Property Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Vagrancy Violations,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Vagrancy Violations,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Vagrancy Violations,Total,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Vandalism,Adult,Property Crimes,Adams,12,4/29/2020,3
Adams PD,2019,Vandalism,Juvenile,Property Crimes,Adams,12,4/29/2020,1
Adams PD,2019,Vandalism,Total,Property Crimes,Adams,12,4/29/2020,4
Adams PD,2019,Weapons,Adult,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Weapons,Juvenile,Society Crimes,Adams,12,4/29/2020,0
Adams PD,2019,Weapons,Total,Society Crimes,Adams,12,4/29/2020,0
Albany PD,2019, ,Adult,Grand total,Green,12,4/29/2020,97
Albany PD,2019, ,Juvenile,Grand total,Green,12,4/29/2020,16
Albany PD,2019, ,Total,Grand total,Green,12,4/29/2020,113
Albany PD,2019,Aggravated Assault,Adult,Violent Crimes,Green,12,4/29/2020,0
Albany PD,2019,Aggravated Assault,Juvenile,Violent Crimes,Green,12,4/29/2020,0
Albany PD,2019,Aggravated Assault,Total,Violent Crimes,Green,12,4/29/2020,0
Albany PD,2019,All Other Offenses,Adult,Other Crimes,Green,12,4/29/2020,12
Albany PD,2019,All Other Offenses,Juvenile,Other Crimes,Green,12,4/29/2020,11
Albany PD,2019,All Other Offenses,Total,Other Crimes,Green,12,4/29/2020,23
Albany PD,2019,Arson,Adult,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Arson,Juvenile,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Arson,Total,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Burglary,Adult,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Burglary,Juvenile,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Burglary,Total,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Curfew/Loitering Violations,Adult,Society Crimes,Green,12,4/29/2020,0
Albany PD,2019,Curfew/Loitering Violations,Juvenile,Society Crimes,Green,12,4/29/2020,0
Albany PD,2019,Curfew/Loitering Violations,Total,Society Crimes,Green,12,4/29/2020,0
Albany PD,2019,Disorderly Conduct,Adult,Society Crimes,Green,12,4/29/2020,17
Albany PD,2019,Disorderly Conduct,Juvenile,Society Crimes,Green,12,4/29/2020,2
Albany PD,2019,Disorderly Conduct,Total,Society Crimes,Green,12,4/29/2020,19
Albany PD,2019,Driving Under the Influence,Adult,Society Crimes,Green,12,4/29/2020,24
Albany PD,2019,Driving Under the Influence,Juvenile,Society Crimes,Green,12,4/29/2020,0
Albany PD,2019,Driving Under the Influence,Total,Society Crimes,Green,12,4/29/2020,24
Albany PD,2019,Drug - Unknown,Adult,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug - Unknown,Juvenile,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug - Unknown,Total,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Possession - Marijuana,Adult,Drug Crimes,Green,12,4/29/2020,2
Albany PD,2019,Drug Possession - Marijuana,Juvenile,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Possession - Marijuana,Total,Drug Crimes,Green,12,4/29/2020,2
Albany PD,2019,Drug Possession - Opium/Cocaine,Adult,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Possession - Opium/Cocaine,Juvenile,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Possession - Opium/Cocaine,Total,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Possession - Other Dangerous,Adult,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Possession - Other Dangerous,Juvenile,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Possession - Other Dangerous,Total,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Possession - Synthetic,Adult,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Possession - Synthetic,Juvenile,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Possession - Synthetic,Total,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Marijuana,Adult,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Marijuana,Juvenile,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Marijuana,Total,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Opium/Cocaine,Adult,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Opium/Cocaine,Juvenile,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Opium/Cocaine,Total,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Other Dangerous,Adult,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Other Dangerous,Juvenile,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Other Dangerous,Total,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Synthetic,Adult,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Synthetic,Juvenile,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Drug Sale - Synthetic,Total,Drug Crimes,Green,12,4/29/2020,0
Albany PD,2019,Embezzlement,Adult,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Embezzlement,Juvenile,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Embezzlement,Total,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Forgery & Counterfeiting,Adult,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Forgery & Counterfeiting,Juvenile,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Forgery & Counterfeiting,Total,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Fraud,Adult,Property Crimes,Green,12,4/29/2020,0
Albany PD,2019,Fraud,Juvenile,Property Crimes,Green,12,4/29/2020,1
Albany PD,2019,Fraud,Total,Property Crimes,Green,12,4/29/2020,1
Albany PD,2019,Gambling,Adult,Society Crimes,Green,12,4/29/2020,0
Albany PD,2019,Gambling,Juvenile,Society Crimes,Green,12,4/29/2020,0
Albany PD,2019,Gambling,Total,Society Crimes,Green,12,4/29/2020,0
Albany PD,2019,"Human Trafficking, Commercial Sex Acts",Adult,Other Crimes,Green,12,4/29/2020,0
Albany PD,2019,"Human Trafficking, Commercial Sex Acts",Juvenile,Other Crimes,Green,12,4/29/2020,0
Albany PD,2019,"Human Trafficking, Commercial Sex Acts",Total,Other Crimes,Green,12,4/29/2020,0
Albany PD,2019,"Human Trafficking, Involuntary Servitude",Adult,Other Crimes,Green,12,4/29/2020,0
Albany PD,2019,"Human Trafficking, Involuntary Servitude",Juvenile,Other Crimes,Green,12,4/29/2020,0
