AgencyName,ArrestYear,ArrestDescription,AdultOrJuvenile,Category,County,months_submitted,refreshdate,ArrestCount
Genoa City PD,2016,Drug Possession - Opium/Cocaine,Adult,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Possession - Opium/Cocaine,Juvenile,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Possession - Opium/Cocaine,Total,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Possession - Other Dangerous,Adult,Drug Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Drug Possession - Other Dangerous,Juvenile,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Possession - Other Dangerous,Total,Drug Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Drug Possession - Synthetic,Adult,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Possession - Synthetic,Juvenile,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Possession - Synthetic,Total,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Marijuana,Adult,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Marijuana,Juvenile,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Marijuana,Total,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Opium/Cocaine,Adult,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Opium/Cocaine,Juvenile,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Opium/Cocaine,Total,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Other Dangerous,Adult,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Other Dangerous,Juvenile,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Other Dangerous,Total,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Synthetic,Adult,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Synthetic,Juvenile,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Drug Sale - Synthetic,Total,Drug Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Embezzlement,Adult,Property Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Embezzlement,Juvenile,Property Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Embezzlement,Total,Property Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Forgery & Counterfeiting,Adult,Property Crimes,Walworth,12,4/29/2020,1
Genoa City PD,2016,Forgery & Counterfeiting,Juvenile,Property Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Forgery & Counterfeiting,Total,Property Crimes,Walworth,12,4/29/2020,1
Genoa City PD,2016,Fraud,Adult,Property Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Fraud,Juvenile,Property Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Fraud,Total,Property Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Gambling,Adult,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Gambling,Juvenile,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Gambling,Total,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Larceny Theft,Adult,Property Crimes,Walworth,12,4/29/2020,1
Genoa City PD,2016,Larceny Theft,Juvenile,Property Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Larceny Theft,Total,Property Crimes,Walworth,12,4/29/2020,1
Genoa City PD,2016,Liquor Laws,Adult,Society Crimes,Walworth,12,4/29/2020,38
Genoa City PD,2016,Liquor Laws,Juvenile,Society Crimes,Walworth,12,4/29/2020,3
Genoa City PD,2016,Liquor Laws,Total,Society Crimes,Walworth,12,4/29/2020,41
Genoa City PD,2016,Manslaughter by Negligence,Adult,Other Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Manslaughter by Negligence,Juvenile,Other Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Manslaughter by Negligence,Total,Other Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Motor Vehicle Theft,Adult,Property Crimes,Walworth,12,4/29/2020,1
Genoa City PD,2016,Motor Vehicle Theft,Juvenile,Property Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Motor Vehicle Theft,Total,Property Crimes,Walworth,12,4/29/2020,1
Genoa City PD,2016,Murder & Nonnegligent Manslaughter,Adult,Violent Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Murder & Nonnegligent Manslaughter,Juvenile,Violent Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Murder & Nonnegligent Manslaughter,Total,Violent Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Offenses Against Family and Children,Adult,Other Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Offenses Against Family and Children,Juvenile,Other Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Offenses Against Family and Children,Total,Other Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Prostitution & Commercialized Vice,Adult,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Prostitution & Commercialized Vice,Juvenile,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Prostitution & Commercialized Vice,Total,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Rape - prior to 2017,Adult,Violent Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Rape - prior to 2017,Juvenile,Violent Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Rape - prior to 2017,Total,Violent Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Robbery,Adult,Violent Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Robbery,Juvenile,Violent Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Robbery,Total,Violent Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Sex Offenses - prior to 2017,Adult,Society Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Sex Offenses - prior to 2017,Juvenile,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Sex Offenses - prior to 2017,Total,Society Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Simple Assault,Adult,Other Crimes,Walworth,12,4/29/2020,6
Genoa City PD,2016,Simple Assault,Juvenile,Other Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Simple Assault,Total,Other Crimes,Walworth,12,4/29/2020,6
Genoa City PD,2016,Stolen Property,Adult,Property Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Stolen Property,Juvenile,Property Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Stolen Property,Total,Property Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Vagrancy Violations,Adult,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Vagrancy Violations,Juvenile,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Vagrancy Violations,Total,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Vandalism,Adult,Property Crimes,Walworth,12,4/29/2020,1
Genoa City PD,2016,Vandalism,Juvenile,Property Crimes,Walworth,12,4/29/2020,1
Genoa City PD,2016,Vandalism,Total,Property Crimes,Walworth,12,4/29/2020,2
Genoa City PD,2016,Weapons,Adult,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Weapons,Juvenile,Society Crimes,Walworth,12,4/29/2020,0
Genoa City PD,2016,Weapons,Total,Society Crimes,Walworth,12,4/29/2020,0
Germantown PD,2016, ,Adult,Grand total,Washington,12,4/29/2020,397
Germantown PD,2016, ,Juvenile,Grand total,Washington,12,4/29/2020,20
Germantown PD,2016, ,Total,Grand total,Washington,12,4/29/2020,417
Germantown PD,2016,Aggravated Assault,Adult,Violent Crimes,Washington,12,4/29/2020,5
Germantown PD,2016,Aggravated Assault,Juvenile,Violent Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Aggravated Assault,Total,Violent Crimes,Washington,12,4/29/2020,5
Germantown PD,2016,All Other Offenses,Adult,Other Crimes,Washington,12,4/29/2020,94
Germantown PD,2016,All Other Offenses,Juvenile,Other Crimes,Washington,12,4/29/2020,4
Germantown PD,2016,All Other Offenses,Total,Other Crimes,Washington,12,4/29/2020,98
Germantown PD,2016,Arson,Adult,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Arson,Juvenile,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Arson,Total,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Burglary,Adult,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Burglary,Juvenile,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Burglary,Total,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Curfew/Loitering Violations,Adult,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Curfew/Loitering Violations,Juvenile,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Curfew/Loitering Violations,Total,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Disorderly Conduct,Adult,Society Crimes,Washington,12,4/29/2020,37
Germantown PD,2016,Disorderly Conduct,Juvenile,Society Crimes,Washington,12,4/29/2020,6
Germantown PD,2016,Disorderly Conduct,Total,Society Crimes,Washington,12,4/29/2020,43
Germantown PD,2016,Driving Under the Influence,Adult,Society Crimes,Washington,12,4/29/2020,60
Germantown PD,2016,Driving Under the Influence,Juvenile,Society Crimes,Washington,12,4/29/2020,1
Germantown PD,2016,Driving Under the Influence,Total,Society Crimes,Washington,12,4/29/2020,61
Germantown PD,2016,Drug - Unknown,Adult,Drug Crimes,Washington,12,4/29/2020,1
Germantown PD,2016,Drug - Unknown,Juvenile,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug - Unknown,Total,Drug Crimes,Washington,12,4/29/2020,1
Germantown PD,2016,Drug Possession - Marijuana,Adult,Drug Crimes,Washington,12,4/29/2020,38
Germantown PD,2016,Drug Possession - Marijuana,Juvenile,Drug Crimes,Washington,12,4/29/2020,2
Germantown PD,2016,Drug Possession - Marijuana,Total,Drug Crimes,Washington,12,4/29/2020,40
Germantown PD,2016,Drug Possession - Opium/Cocaine,Adult,Drug Crimes,Washington,12,4/29/2020,9
Germantown PD,2016,Drug Possession - Opium/Cocaine,Juvenile,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Possession - Opium/Cocaine,Total,Drug Crimes,Washington,12,4/29/2020,9
Germantown PD,2016,Drug Possession - Other Dangerous,Adult,Drug Crimes,Washington,12,4/29/2020,7
Germantown PD,2016,Drug Possession - Other Dangerous,Juvenile,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Possession - Other Dangerous,Total,Drug Crimes,Washington,12,4/29/2020,7
Germantown PD,2016,Drug Possession - Synthetic,Adult,Drug Crimes,Washington,12,4/29/2020,7
Germantown PD,2016,Drug Possession - Synthetic,Juvenile,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Possession - Synthetic,Total,Drug Crimes,Washington,12,4/29/2020,7
Germantown PD,2016,Drug Sale - Marijuana,Adult,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Marijuana,Juvenile,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Marijuana,Total,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Opium/Cocaine,Adult,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Opium/Cocaine,Juvenile,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Opium/Cocaine,Total,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Other Dangerous,Adult,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Other Dangerous,Juvenile,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Other Dangerous,Total,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Synthetic,Adult,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Synthetic,Juvenile,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Drug Sale - Synthetic,Total,Drug Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Embezzlement,Adult,Property Crimes,Washington,12,4/29/2020,2
Germantown PD,2016,Embezzlement,Juvenile,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Embezzlement,Total,Property Crimes,Washington,12,4/29/2020,2
Germantown PD,2016,Forgery & Counterfeiting,Adult,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Forgery & Counterfeiting,Juvenile,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Forgery & Counterfeiting,Total,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Fraud,Adult,Property Crimes,Washington,12,4/29/2020,5
Germantown PD,2016,Fraud,Juvenile,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Fraud,Total,Property Crimes,Washington,12,4/29/2020,5
Germantown PD,2016,Gambling,Adult,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Gambling,Juvenile,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Gambling,Total,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Larceny Theft,Adult,Property Crimes,Washington,12,4/29/2020,110
Germantown PD,2016,Larceny Theft,Juvenile,Property Crimes,Washington,12,4/29/2020,6
Germantown PD,2016,Larceny Theft,Total,Property Crimes,Washington,12,4/29/2020,116
Germantown PD,2016,Liquor Laws,Adult,Society Crimes,Washington,12,4/29/2020,1
Germantown PD,2016,Liquor Laws,Juvenile,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Liquor Laws,Total,Society Crimes,Washington,12,4/29/2020,1
Germantown PD,2016,Manslaughter by Negligence,Adult,Other Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Manslaughter by Negligence,Juvenile,Other Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Manslaughter by Negligence,Total,Other Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Motor Vehicle Theft,Adult,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Motor Vehicle Theft,Juvenile,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Motor Vehicle Theft,Total,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Murder & Nonnegligent Manslaughter,Adult,Violent Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Murder & Nonnegligent Manslaughter,Juvenile,Violent Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Murder & Nonnegligent Manslaughter,Total,Violent Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Offenses Against Family and Children,Adult,Other Crimes,Washington,12,4/29/2020,1
Germantown PD,2016,Offenses Against Family and Children,Juvenile,Other Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Offenses Against Family and Children,Total,Other Crimes,Washington,12,4/29/2020,1
Germantown PD,2016,Prostitution & Commercialized Vice,Adult,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Prostitution & Commercialized Vice,Juvenile,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Prostitution & Commercialized Vice,Total,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Rape - prior to 2017,Adult,Violent Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Rape - prior to 2017,Juvenile,Violent Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Rape - prior to 2017,Total,Violent Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Robbery,Adult,Violent Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Robbery,Juvenile,Violent Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Robbery,Total,Violent Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Sex Offenses - prior to 2017,Adult,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Sex Offenses - prior to 2017,Juvenile,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Sex Offenses - prior to 2017,Total,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Simple Assault,Adult,Other Crimes,Washington,12,4/29/2020,4
Germantown PD,2016,Simple Assault,Juvenile,Other Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Simple Assault,Total,Other Crimes,Washington,12,4/29/2020,4
Germantown PD,2016,Stolen Property,Adult,Property Crimes,Washington,12,4/29/2020,6
Germantown PD,2016,Stolen Property,Juvenile,Property Crimes,Washington,12,4/29/2020,1
Germantown PD,2016,Stolen Property,Total,Property Crimes,Washington,12,4/29/2020,7
Germantown PD,2016,Vagrancy Violations,Adult,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Vagrancy Violations,Juvenile,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Vagrancy Violations,Total,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Vandalism,Adult,Property Crimes,Washington,12,4/29/2020,4
Germantown PD,2016,Vandalism,Juvenile,Property Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Vandalism,Total,Property Crimes,Washington,12,4/29/2020,4
Germantown PD,2016,Weapons,Adult,Society Crimes,Washington,12,4/29/2020,6
Germantown PD,2016,Weapons,Juvenile,Society Crimes,Washington,12,4/29/2020,0
Germantown PD,2016,Weapons,Total,Society Crimes,Washington,12,4/29/2020,6
Gillett PD,2016, ,Adult,Grand total,Oconto,12,4/29/2020,46
Gillett PD,2016, ,Juvenile,Grand total,Oconto,12,4/29/2020,15
Gillett PD,2016, ,Total,Grand total,Oconto,12,4/29/2020,61
Gillett PD,2016,Aggravated Assault,Adult,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Aggravated Assault,Juvenile,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Aggravated Assault,Total,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,All Other Offenses,Adult,Other Crimes,Oconto,12,4/29/2020,19
Gillett PD,2016,All Other Offenses,Juvenile,Other Crimes,Oconto,12,4/29/2020,2
Gillett PD,2016,All Other Offenses,Total,Other Crimes,Oconto,12,4/29/2020,21
Gillett PD,2016,Arson,Adult,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Arson,Juvenile,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Arson,Total,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Burglary,Adult,Property Crimes,Oconto,12,4/29/2020,1
Gillett PD,2016,Burglary,Juvenile,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Burglary,Total,Property Crimes,Oconto,12,4/29/2020,1
Gillett PD,2016,Curfew/Loitering Violations,Adult,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Curfew/Loitering Violations,Juvenile,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Curfew/Loitering Violations,Total,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Disorderly Conduct,Adult,Society Crimes,Oconto,12,4/29/2020,12
Gillett PD,2016,Disorderly Conduct,Juvenile,Society Crimes,Oconto,12,4/29/2020,8
Gillett PD,2016,Disorderly Conduct,Total,Society Crimes,Oconto,12,4/29/2020,20
Gillett PD,2016,Driving Under the Influence,Adult,Society Crimes,Oconto,12,4/29/2020,2
Gillett PD,2016,Driving Under the Influence,Juvenile,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Driving Under the Influence,Total,Society Crimes,Oconto,12,4/29/2020,2
Gillett PD,2016,Drug - Unknown,Adult,Drug Crimes,Oconto,12,4/29/2020,5
Gillett PD,2016,Drug - Unknown,Juvenile,Drug Crimes,Oconto,12,4/29/2020,1
Gillett PD,2016,Drug - Unknown,Total,Drug Crimes,Oconto,12,4/29/2020,6
Gillett PD,2016,Drug Possession - Marijuana,Adult,Drug Crimes,Oconto,12,4/29/2020,1
Gillett PD,2016,Drug Possession - Marijuana,Juvenile,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Possession - Marijuana,Total,Drug Crimes,Oconto,12,4/29/2020,1
Gillett PD,2016,Drug Possession - Opium/Cocaine,Adult,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Possession - Opium/Cocaine,Juvenile,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Possession - Opium/Cocaine,Total,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Possession - Other Dangerous,Adult,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Possession - Other Dangerous,Juvenile,Drug Crimes,Oconto,12,4/29/2020,1
Gillett PD,2016,Drug Possession - Other Dangerous,Total,Drug Crimes,Oconto,12,4/29/2020,1
Gillett PD,2016,Drug Possession - Synthetic,Adult,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Possession - Synthetic,Juvenile,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Possession - Synthetic,Total,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Marijuana,Adult,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Marijuana,Juvenile,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Marijuana,Total,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Opium/Cocaine,Adult,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Opium/Cocaine,Juvenile,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Opium/Cocaine,Total,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Other Dangerous,Adult,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Other Dangerous,Juvenile,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Other Dangerous,Total,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Synthetic,Adult,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Synthetic,Juvenile,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Drug Sale - Synthetic,Total,Drug Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Embezzlement,Adult,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Embezzlement,Juvenile,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Embezzlement,Total,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Forgery & Counterfeiting,Adult,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Forgery & Counterfeiting,Juvenile,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Forgery & Counterfeiting,Total,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Fraud,Adult,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Fraud,Juvenile,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Fraud,Total,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Gambling,Adult,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Gambling,Juvenile,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Gambling,Total,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Larceny Theft,Adult,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Larceny Theft,Juvenile,Property Crimes,Oconto,12,4/29/2020,1
Gillett PD,2016,Larceny Theft,Total,Property Crimes,Oconto,12,4/29/2020,1
Gillett PD,2016,Liquor Laws,Adult,Society Crimes,Oconto,12,4/29/2020,2
Gillett PD,2016,Liquor Laws,Juvenile,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Liquor Laws,Total,Society Crimes,Oconto,12,4/29/2020,2
Gillett PD,2016,Manslaughter by Negligence,Adult,Other Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Manslaughter by Negligence,Juvenile,Other Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Manslaughter by Negligence,Total,Other Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Motor Vehicle Theft,Adult,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Motor Vehicle Theft,Juvenile,Property Crimes,Oconto,12,4/29/2020,2
Gillett PD,2016,Motor Vehicle Theft,Total,Property Crimes,Oconto,12,4/29/2020,2
Gillett PD,2016,Murder & Nonnegligent Manslaughter,Adult,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Murder & Nonnegligent Manslaughter,Juvenile,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Murder & Nonnegligent Manslaughter,Total,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Offenses Against Family and Children,Adult,Other Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Offenses Against Family and Children,Juvenile,Other Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Offenses Against Family and Children,Total,Other Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Prostitution & Commercialized Vice,Adult,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Prostitution & Commercialized Vice,Juvenile,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Prostitution & Commercialized Vice,Total,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Rape - prior to 2017,Adult,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Rape - prior to 2017,Juvenile,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Rape - prior to 2017,Total,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Robbery,Adult,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Robbery,Juvenile,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Robbery,Total,Violent Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Sex Offenses - prior to 2017,Adult,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Sex Offenses - prior to 2017,Juvenile,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Sex Offenses - prior to 2017,Total,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Simple Assault,Adult,Other Crimes,Oconto,12,4/29/2020,4
Gillett PD,2016,Simple Assault,Juvenile,Other Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Simple Assault,Total,Other Crimes,Oconto,12,4/29/2020,4
Gillett PD,2016,Stolen Property,Adult,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Stolen Property,Juvenile,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Stolen Property,Total,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Vagrancy Violations,Adult,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Vagrancy Violations,Juvenile,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Vagrancy Violations,Total,Society Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Vandalism,Adult,Property Crimes,Oconto,12,4/29/2020,0
Gillett PD,2016,Vandalism,Juvenile,Property Crimes,Oconto,12,4/29/2020,0
