0.2227,0,0
0.3,0,0
0.45,0,0
0.6,0,0
0.75,0,0
0.9,0,0
0.2227,0.2,0
0.2227,0.4,0
0.2227,0.6,0
0.2227,0.8,0
0.2227,1,0
0.2227,0,0.2
0.2227,0,0.4
0.2227,0,0.6
0.2227,0,0.8
0.2227,0,1
0.4,0.2,0.2
0.6,0.4,0.4
0.8,0.6,0.6
